price_czk,district,size_m2,room_count,has_separate_kitchen,floor_number,total_floors,building_type,condition,ownership,furnished,elevator,has_balcony,has_terrace,has_cellar,has_parking
30900,Praha 5,81,3,False,2,4.0,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,True,True
21900,Praha 3,40,1,False,6,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
30000,Praha 3,96,4,True,3,5.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,True,False
27900,Praha 4,75,4,True,2,2.0,Cihlová,Velmi dobrý,Osobní,Yes,No,False,False,False,True
25800,Praha 5,63,2,False,1,6.0,Smíšená,Velmi dobrý,Osobní,Partially,Yes,True,True,False,True
39000,Praha 7,62,3,False,6,7.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
65000,Praha 6,137,4,True,2,,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,False,True
70000,Praha 5,181,6,True,4,,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,True,True,True
49280,Praha 3,60,2,False,6,,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,False,True,False,True
65000,Praha 4,108,4,False,6,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,True,False,False
35000,Praha 10,43,2,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
110000,Praha 2,210,5,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,True,True,True
25210,Praha 3,43,2,False,2,,Cihlová,Po rekonstrukci,Osobní,No,Yes,True,False,False,False
65000,Praha 1,135,4,False,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,True
28500,Praha 6,38,2,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,True,True,False
100000,Praha 1,110,4,True,1,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,True,False
45000,Praha 4,100,4,True,2,,Cihlová,Po rekonstrukci,Osobní,No,Unknown,True,False,True,True
49000,Praha 6,94,3,False,5,,Smíšená,Novostavba,Osobní,No,Yes,False,True,False,True
29000,Praha 4,67,2,False,6,,Panelová,Velmi dobrý,Osobní,No,Yes,True,False,True,False
68000,Praha 2,144,4,False,5,,Cihlová,Velmi dobrý,Družstevní,Partially,Yes,False,True,True,False
43000,Praha 5,102,4,True,3,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,False,False
79000,Praha 3,158,4,False,7,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,False,False
50000,Praha 4,99,4,True,3,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,True,True,True
25000,Praha 6,70,2,False,4,,Cihlová,Novostavba,Osobní,Yes,Yes,False,True,True,True
62000,Praha 1,138,3,False,5,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
88840,Praha 3,137,3,False,6,,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,False,True
55000,Praha 1,125,3,False,4,,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,False,False,False,False
45000,Praha 4,101,3,False,2,,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,True,True
48000,Praha 6,113,4,False,1,,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,True,True,True
35000,Praha 3,96,3,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,True,True
40000,Praha 4,82,3,True,3,,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,True,True
110000,Praha 6,129,4,False,4,,Smíšená,Velmi dobrý,Osobní,No,Yes,False,True,True,True
55000,Praha 5,125,5,False,2,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,True,False,True
100000,Praha 2,250,6,True,4,,Cihlová,Velmi dobrý,Družstevní,No,Unknown,False,False,True,True
75000,Praha 1,112,4,True,5,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
40000,Praha 4,107,4,True,1,,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,True,True
42000,Praha 6,124,4,True,2,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,True,True
38000,Praha 4,84,3,False,1,,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,True,True
87000,Praha 2,118,4,False,1,,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,True,False,True,False
65000,Praha 6,167,4,False,2,,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,True,True,True
130000,Praha 2,248,6,True,7,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,True,False,True
37000,Praha 8,58,2,False,2,,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,True
36000,Praha 2,76,3,False,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
45000,Praha 2,76,3,False,4,,Smíšená,Novostavba,Osobní,No,Yes,True,False,True,True
85000,Praha 2,134,4,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,True,True,False,True
21500,Praha 3,47,2,True,4,6.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,False,False,False,False
119000,Praha 1,184,6,True,4,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,True,False,False,False
38500,Praha 5,82,3,False,5,,Smíšená,Novostavba,Osobní,No,Yes,False,False,False,True
65000,Praha 4,170,5,False,3,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,True,True
25000,Praha 4,50,2,False,3,,Smíšená,Novostavba,Osobní,No,Unknown,False,False,False,True
60000,Praha 6,102,4,False,3,,Cihlová,Novostavba,Osobní,No,Yes,False,True,True,True
45000,Praha 5,89,3,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,True
36360,Praha 2,72,2,False,2,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,True
26000,Praha 5,44,2,False,4,,Cihlová,Po rekonstrukci,Osobní,No,Yes,True,False,True,False
38000,Praha 5,64,2,False,4,,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,True
44000,Praha 2,96,3,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
70000,Praha 8,115,3,False,10,,Smíšená,Novostavba,Osobní,No,Yes,False,True,True,True
29000,Praha 4,49,1,False,1,,Smíšená,Velmi dobrý,Osobní,Yes,Unknown,False,True,True,False
29000,Praha 9,190,4,True,1,,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,False,True
90000,Praha 1,143,5,True,3,,Cihlová,Před rekonstrukcí,Osobní,No,Yes,False,True,False,False
29000,Praha 1,46,2,False,3,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
43500,Praha 6,98,3,False,3,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,True,False
110000,Praha 6,130,4,False,5,,Cihlová,Novostavba,Osobní,No,Yes,False,True,True,True
65000,Praha 10,130,5,False,3,,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,True,True,True
65000,Praha 6,118,4,False,1,,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,True,True,False
35000,Praha 4,94,3,False,2,,Cihlová,Novostavba,Osobní,No,Unknown,True,False,True,True
73000,Praha 6,166,5,True,1,,Cihlová,Novostavba,Osobní,Yes,Unknown,False,False,True,True
35000,Praha 1,85,3,True,2,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
20800,Praha 6,27,1,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
27500,Praha 5,43,2,False,2,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,True,False,True,False
45000,Praha 10,91,3,False,4,,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,False,True,False
59000,Praha 1,98,3,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
45000,Praha 2,126,3,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
125000,Praha 5,251,6,True,6,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,True,True
29000,Praha 3,61,2,False,6,,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,False,False,True,False
44000,Praha 2,96,3,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
34000,Praha 2,50,2,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,True,False
32000,Praha 3,72,3,True,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,False,False
31000,Praha 6,58,2,False,1,,Smíšená,Velmi dobrý,Osobní,No,Yes,False,False,True,True
27000,Praha 10,50,2,False,5,,Smíšená,Novostavba,Osobní,Partially,Yes,False,False,True,True
100000,Praha 1,189,5,False,3,,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,True,True,True
50000,Praha 7,111,3,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
38000,Praha 10,58,2,False,2,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
55000,Praha 1,64,2,False,4,,Smíšená,Novostavba,Osobní,Yes,Unknown,False,False,True,True
24000,Praha 6,50,2,False,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
22500,Praha 5,40,2,True,1,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,True
88840,Praha 3,137,4,True,4,,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,False,False,False,True
42000,Praha 7,128,4,True,6,,Cihlová,Velmi dobrý,Družstevní,Yes,Yes,True,False,False,False
26000,Praha 4,52,2,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,True,False,True,False
49000,Praha 8,80,3,False,8,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,True
130896,Praha 5,211,4,False,5,,Smíšená,Novostavba,Osobní,No,Yes,False,True,True,True
37000,Praha 7,122,4,True,4,,Cihlová,Velmi dobrý,Družstevní,No,Unknown,True,False,True,False
54000,Praha 9,131,4,False,1,,Cihlová,Velmi dobrý,Osobní,No,Unknown,True,True,True,True
65000,Praha 1,130,4,False,3,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,True
65000,Praha 10,120,4,False,2,4.0,Cihlová,Po rekonstrukci,Osobní,Partially,No,True,False,False,False
37000,Praha 5,79,3,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,True
37500,Praha 2,78,3,True,4,,Cihlová,Velmi dobrý,Družstevní,No,Unknown,True,False,False,False
38000,Praha 2,95,4,True,5,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
27500,Praha 2,60,2,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,True
27000,Praha 2,53,2,False,5,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
46000,Praha 2,109,3,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,True,True,False
42000,Praha 2,88,2,False,5,,Cihlová,Po rekonstrukci,Osobní,No,Yes,True,False,False,False
51000,Praha 6,116,4,False,3,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,True,True
29000,Praha 1,48,2,False,7,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
36500,Praha 8,58,2,False,3,,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,True
34000,Praha 3,75,2,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
21000,Praha 5,29,1,False,4,,Cihlová,Novostavba,Osobní,Yes,Yes,False,False,False,False
58000,Praha 6,97,4,False,2,,Cihlová,Novostavba,Osobní,No,Unknown,False,True,True,True
18500,Praha 4,25,1,False,2,,Smíšená,Novostavba,Osobní,No,Unknown,False,False,False,False
46000,Praha 6,100,4,False,5,,Smíšená,Novostavba,Osobní,No,Unknown,False,True,True,True
65448,Praha 10,120,4,False,3,,Cihlová,Po rekonstrukci,Osobní,Partially,Unknown,False,True,False,False
37000,Praha 8,98,3,False,7,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
95000,Praha 6,154,5,True,2,,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,False,False,True
41000,Praha 6,108,3,False,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
28500,Praha 4,51,2,False,2,,Smíšená,Novostavba,Osobní,No,Unknown,False,True,False,False
80000,Praha 6,127,5,True,3,,Cihlová,Po rekonstrukci,Osobní,No,Yes,True,False,False,True
36000,Praha 3,78,3,False,3,,Smíšená,Novostavba,Osobní,Yes,Unknown,True,False,True,True
87000,Praha 1,151,5,True,3,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,False,False
46000,Praha 8,100,3,False,11,,Smíšená,Novostavba,Osobní,No,Unknown,False,False,True,True
96960,Praha 2,282,5,True,6,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,False,True
29500,Praha 4,51,2,False,5,,Smíšená,Novostavba,Osobní,Yes,Yes,False,True,True,True
29000,Praha 8,57,2,False,4,,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,False,False,False
42000,Praha 1,69,2,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
29000,Praha 1,57,2,False,5,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,True,False
23000,Praha 4,33,2,False,3,,Smíšená,Novostavba,Osobní,No,Unknown,False,False,False,False
21500,Praha 5,42,2,True,1,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,True,False
38784,Praha 1,76,3,True,3,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,True,False,False,False
35000,Praha 2,58,2,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,True,True
46000,Praha 8,64,3,False,5,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
49000,Praha 5,93,3,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,True,True
32500,Praha 2,87,3,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
39000,Praha 1,88,4,True,7,,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,False,False,False,True
63024,Praha 1,129,3,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,True,False,False
32000,Praha 5,84,2,False,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,True,False
42000,Praha 6,72,2,False,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,True
23000,Praha 4,34,2,False,2,,Smíšená,Novostavba,Osobní,No,Unknown,False,False,False,False
39500,Praha 5,80,3,False,1,,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,True,True,True
48000,Praha 2,130,4,True,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,False,True
90000,Praha 6,132,5,True,4,,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,True,False,True
55000,Praha 6,106,4,False,4,,Smíšená,Novostavba,Osobní,Yes,Yes,True,False,True,True
32000,Praha 2,80,4,True,2,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,True,False,False,False
29000,Praha 5,48,2,False,8,8.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,True,False,True
44000,Praha 2,96,3,False,2,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
25800,Praha 3,50,2,False,3,6.0,Cihlová,Velmi dobrý,Osobní,No,No,False,False,False,False
65000,Praha 6,137,4,True,2,3.0,Cihlová,Po rekonstrukci,Osobní,Partially,No,True,False,False,True
85000,Praha 1,117,4,True,7,6.0,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,True,False,False
49280,Praha 3,60,2,False,6,6.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,True,False
26664,Praha 2,38,1,False,5,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
27500,Praha 2,54,3,True,1,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
130896,Praha 5,211,4,False,6,7.0,Cihlová,Novostavba,Osobní,No,Yes,False,True,True,False
27500,Praha 6,53,1,False,3,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
32500,Praha 2,87,4,True,4,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
42000,Praha 1,76,3,True,2,5.0,Cihlová,Velmi dobrý,Osobní,No,No,False,False,False,False
48000,Praha 6,121,4,True,0,4.0,Cihlová,Velmi dobrý,Osobní,No,No,False,True,False,False
108000,Praha 2,97,3,False,3,6.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,True,True,True
118000,Praha 2,122,3,False,2,6.0,Cihlová,Novostavba,Osobní,No,Yes,False,True,True,False
36360,Praha 2,72,2,False,2,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
27000,Praha 10,60,2,False,5,5.0,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,True,False
46056,Praha 2,96,3,False,2,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
88840,Praha 3,138,3,False,4,7.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
80000,Praha 1,160,4,True,5,6.0,Cihlová,Po rekonstrukci,Osobní,No,Yes,True,False,False,False
29000,Praha 2,68,2,False,5,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
35000,Praha 2,59,2,False,2,6.0,Skeletová,Novostavba,Osobní,Yes,Yes,False,True,True,True
35000,Praha 7,52,2,False,3,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
42000,Praha 8,99,4,False,3,5.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
34500,Praha 7,77,3,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
16900,Praha 3,27,1,False,5,6.0,Cihlová,Dobrý,Osobní,No,No,False,False,False,False
30000,Praha 9,100,4,True,2,2.0,Cihlová,Velmi dobrý,Osobní,Yes,No,True,False,False,True
14000,Praha 8,23,1,False,0,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
19000,Praha 9,33,1,False,6,10.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,True,False,True,False
34900,Praha 5,95,3,False,11,,Skeletová,Velmi dobrý,Osobní,Unknown,Unknown,False,True,False,False
20900,Praha 5,30,1,False,12,,Skeletová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
21900,Praha 5,29,1,False,4,,Skeletová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
22900,Praha 5,32,1,False,7,,Skeletová,Velmi dobrý,Osobní,Unknown,Unknown,False,True,False,False
27900,Praha 5,51,2,False,12,,Skeletová,Velmi dobrý,Osobní,Unknown,Unknown,False,True,False,False
35000,Praha 3,78,3,False,1,7.0,Cihlová,Novostavba,Osobní,Yes,Yes,False,True,False,True
23000,Praha 7,43,2,False,5,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,True,False
18000,Praha 4,41,2,False,7,13.0,Panelová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,False,False
53900,Praha 1,186,3,False,1,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,True
16500,Praha 2,58,3,True,1,5.0,Cihlová,Velmi dobrý,Osobní,No,No,False,False,False,False
65000,Praha 1,130,4,False,3,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,True
44000,Praha 2,96,3,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
20000,Praha 5,50,2,False,4,,Smíšená,Novostavba,Osobní,No,Yes,False,True,True,True
21000,Praha 5,50,2,False,2,,Cihlová,Novostavba,Osobní,No,Unknown,False,True,False,True
13500,Praha 7,30,1,False,2,6.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
27000,Praha 9,52,2,False,4,,Smíšená,Novostavba,Osobní,Yes,Unknown,True,False,False,True
25000,Praha 9,62,2,False,5,,Smíšená,Novostavba,Osobní,Yes,Yes,True,False,False,True
22000,Praha 5,49,2,False,1,,Smíšená,Novostavba,Osobní,Yes,Yes,False,True,True,True
25000,Praha 3,64,2,False,3,,Smíšená,Novostavba,Osobní,Yes,Yes,True,False,True,True
14500,Praha 4,31,1,False,8,10.0,Panelová,Dobrý,Osobní,Yes,Unknown,False,False,True,False
32000,Praha 10,67,2,False,7,13.0,Cihlová,Novostavba,Osobní,Yes,Yes,True,False,True,True
48000,Praha 3,95,3,False,6,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,True,False,False
22000,Praha 5,52,2,False,5,7.0,Skeletová,Novostavba,Osobní,Partially,Unknown,True,False,False,False
36650,Praha 2,105,4,False,2,,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,True,False,True,False
21500,Praha 6,53,3,True,2,,Panelová,Dobrý,Osobní,Partially,Yes,False,False,True,False
20000,Praha 10,57,3,True,2,5.0,Cihlová,Po rekonstrukci,Osobní,Yes,No,False,False,False,False
15000,Praha 5,50,3,True,0,,Smíšená,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
27500,Praha 9,84,3,False,5,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
22500,Praha 2,44,2,False,2,,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
15000,Praha 4,25,2,True,1,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
25000,Praha 7,42,2,False,4,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,True,False
27000,Praha 2,68,3,True,4,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
26500,Praha 5,57,3,False,1,3.0,Smíšená,Novostavba,Osobní,No,No,False,False,True,True
49000,Praha 1,150,6,True,3,4.0,Cihlová,Po rekonstrukci,Osobní,No,No,False,False,False,False
33000,Praha 5,38,2,False,5,5.0,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,True,True,False,False
22500,Praha 4,54,3,False,6,7.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,True,False,True,False
32000,Praha 7,65,2,False,5,8.0,Smíšená,Novostavba,Osobní,No,Yes,False,False,True,True
29000,Praha 4,58,2,False,10,,Skeletová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,True
34500,Praha 2,66,2,False,8,8.0,Smíšená,Velmi dobrý,Osobní,Partially,Yes,True,False,True,False
21000,Praha 3,44,1,False,3,,Smíšená,Novostavba,Osobní,Partially,Yes,True,False,False,False
65000,Praha 3,166,5,True,6,6.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,True,False
23000,Praha 5,35,1,False,5,7.0,Cihlová,Novostavba,Osobní,Yes,Yes,True,False,True,True
110000,Praha 2,180,5,True,1,4.0,Smíšená,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
22000,Praha 4,68,2,False,2,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,True,True
24000,Praha 6,46,3,True,5,6.0,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,False,False
52900,Praha 2,126,3,False,5,6.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
33000,Praha 5,55,2,False,5,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,True,True,False,False
15000,Praha 7,24,1,False,4,6.0,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,False,False,False
21990,Praha 4,82,4,True,3,,Panelová,Velmi dobrý,Osobní,No,Yes,True,False,True,False
15990,Praha 10,51,3,True,2,,Panelová,Velmi dobrý,Osobní,Partially,No,False,False,False,False
16490,Praha 5,30,1,False,5,,Smíšená,Novostavba,Osobní,No,Yes,True,False,False,True
16990,Praha 9,28,1,False,2,,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,False
22990,Praha 4,59,3,True,4,,Panelová,Po rekonstrukci,Osobní,Unknown,No,True,False,True,False
17990,Praha 4,29,1,False,1,,Cihlová,Novostavba,Osobní,No,Yes,False,True,True,False
31490,Praha 8,75,2,False,4,,Cihlová,Novostavba,Osobní,No,Yes,False,True,True,False
22990,Praha 8,69,4,True,9,,Panelová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
34490,Praha 3,70,3,False,4,,Smíšená,Velmi dobrý,Osobní,Partially,Yes,False,True,True,True
14990,Praha 9,33,1,False,2,,Smíšená,Novostavba,Osobní,Partially,Yes,True,False,False,False
22490,Praha 4,70,2,False,4,,Cihlová,Po rekonstrukci,Osobní,Partially,No,True,False,True,False
14990,Praha 5,25,1,False,1,,Cihlová,Po rekonstrukci,Osobní,No,No,True,False,True,False
17990,Praha 9,40,1,False,8,9.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
29490,Praha 2,65,3,False,1,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
19490,Praha 10,54,2,False,2,,Cihlová,Dobrý,Osobní,Partially,Unknown,False,False,False,False
18490,Praha 5,41,2,False,2,2.0,Cihlová,Novostavba,Osobní,Unknown,Yes,True,False,False,True
15990,Praha 9,27,2,True,2,,Panelová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
23490,Praha 10,57,2,False,4,5.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,True
18490,Praha 4,47,2,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,True,False
18990,Praha 7,21,1,False,3,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,True,False
23990,Praha 9,68,4,True,8,,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
22490,Praha 4,65,3,False,2,,Panelová,Po rekonstrukci,Osobní,Partially,Yes,True,False,False,False
31990,Praha 8,80,3,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,True,False,True,False
22990,Praha 9,55,3,True,11,,Panelová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
20990,Praha 6,55,3,True,3,,Panelová,Dobrý,Osobní,Partially,Yes,False,False,True,False
15490,Praha 9,39,1,False,2,,Panelová,Dobrý,Osobní,No,Yes,False,False,True,False
25900,Praha 5,66,2,False,7,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,True,False,True,False
17990,Praha 5,38,1,False,2,,Cihlová,Novostavba,Osobní,No,Yes,True,False,True,False
19990,Praha 4,45,2,False,2,,Panelová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
21990,Praha 5,72,3,False,2,,Panelová,Po rekonstrukci,Družstevní,No,Yes,False,False,True,False
15990,Praha 10,40,1,False,4,1.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
15990,Praha 9,25,1,False,3,6.0,Smíšená,Novostavba,Osobní,No,Yes,False,False,False,False
19990,Praha 9,49,3,True,3,,Cihlová,Velmi dobrý,Osobní,No,No,True,False,True,True
21490,Praha 5,52,2,False,3,,Cihlová,Novostavba,Osobní,Yes,Yes,True,False,False,False
19990,Praha 8,56,1,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
23490,Praha 4,65,3,False,1,,Panelová,Po rekonstrukci,Osobní,Partially,Unknown,True,False,False,False
18490,Praha 4,46,1,False,5,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
29990,Praha 3,85,3,False,3,,Smíšená,Velmi dobrý,Osobní,No,Yes,True,False,True,False
18490,Praha 4,55,3,True,2,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,False,True,False
25490,Praha 9,76,3,False,2,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,True
19990,Praha 9,32,1,False,5,6.0,Smíšená,Novostavba,Osobní,No,Yes,False,False,False,False
