price_czk,district,size_m2,room_count,has_separate_kitchen,floor_number,total_floors,building_type,condition,ownership,furnished,elevator,has_balcony,has_terrace,has_cellar,has_parking
26000,Praha 5,74,2,False,8,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
27000,Praha 4,80,4,True,8,8.0,Panelová,Po rekonstrukci,Osobní,Partially,Yes,True,False,False,False
22000,Praha 8,57,3,False,2,4.0,Panelová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
16500,Praha 5,34,1,False,9,10.0,Skeletová,Novostavba,Osobní,Partially,Yes,True,True,True,True
17000,Praha 4,41,1,False,10,,Panelová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
14640,Praha 9,35,2,False,7,11.0,Skeletová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,False
27900,Praha 3,91,3,True,4,,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,False,False,False,False
20000,Praha 4,40,2,False,3,3.0,Cihlová,Po rekonstrukci,Osobní,No,No,False,False,False,True
20000,Praha 3,44,2,False,4,6.0,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,False,False
58000,Praha 8,79,3,False,3,,Smíšená,Novostavba,Osobní,Yes,Yes,False,False,True,False
20000,Praha 9,58,3,True,2,6.0,Cihlová,Dobrý,Osobní,Partially,Unknown,True,False,False,False
19950,Praha 5,53,2,False,4,,Skeletová,Novostavba,Osobní,No,Yes,True,False,False,True
25000,Praha 5,72,3,False,2,2.0,Smíšená,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
17000,Praha 10,31,1,False,12,12.0,Panelová,Po rekonstrukci,Osobní,Partially,Yes,False,False,False,False
24000,Praha 3,70,2,True,2,,Smíšená,Velmi dobrý,Osobní,Unknown,Unknown,True,False,True,False
22000,Praha 3,30,1,False,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,False,False,True,False
29600,Praha 5,75,3,False,4,,Smíšená,Dobrý,Osobní,Partially,Unknown,True,False,False,False
17600,Praha 4,37,2,False,5,7.0,Cihlová,Dobrý,Osobní,Partially,Yes,False,False,True,False
18000,Praha 5,37,2,False,2,5.0,Panelová,Dobrý,Osobní,Partially,No,False,False,True,False
26000,Praha 8,48,2,False,1,8.0,Cihlová,Po rekonstrukci,Družstevní,Yes,Yes,False,True,True,False
20000,Praha 10,53,2,False,3,8.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
60000,Praha 5,120,3,False,6,7.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,True,True
17405,Praha 7,15,1,False,6,,Panelová,Novostavba,Družstevní,Yes,Yes,False,False,False,False
20000,Praha 4,48,2,False,1,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,True,False
24000,Praha 3,68,4,True,1,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
24000,Praha 3,70,2,True,2,3.0,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,True,False,True,True
18500,Praha 10,48,2,False,4,5.0,Skeletová,Novostavba,Osobní,Partially,Yes,False,False,True,True
38000,Praha 4,100,5,True,4,,Cihlová,Dobrý,Osobní,Unknown,Unknown,True,False,True,False
23000,Praha 4,50,2,False,3,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
19900,Praha 10,55,2,False,4,7.0,Skeletová,Velmi dobrý,Osobní,No,Yes,True,False,True,True
27900,Praha 10,35,2,False,3,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,False,False,False,False
27900,Praha 10,36,2,False,4,5.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,False,False,False,False
15000,Praha 9,28,1,False,4,7.0,Smíšená,Velmi dobrý,Družstevní,Yes,Yes,True,False,True,False
63024,Praha 1,136,4,False,6,6.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,True,False,False
18000,Praha 10,51,2,True,3,5.0,Smíšená,Velmi dobrý,Osobní,Partially,Unknown,False,False,True,False
26000,Praha 10,72,3,False,3,4.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
25500,Praha 10,49,2,False,1,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,True
18000,Praha 9,40,2,False,7,8.0,Panelová,Dobrý,Osobní,No,Yes,False,False,True,False
17000,Praha 3,24,1,False,4,,Cihlová,Dobrý,Osobní,Unknown,Unknown,True,False,True,False
52000,Praha 6,120,5,True,7,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,True,False,False
20000,Praha 6,46,2,False,2,3.0,Cihlová,Po rekonstrukci,Osobní,Partially,No,False,False,True,False
14000,Praha 4,41,2,False,1,5.0,Cihlová,Po rekonstrukci,Osobní,Partially,No,False,False,False,False
23500,Praha 1,41,2,True,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
20000,Praha 8,50,2,False,5,9.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,False,True,True,True
37000,Praha 4,80,3,False,11,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,True,False
60000,Praha 2,105,4,True,4,7.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,True,False
12900,Praha 6,20,1,False,1,2.0,Cihlová,Po rekonstrukci,Osobní,Yes,Unknown,False,False,False,False
17000,Praha 5,30,1,False,4,4.0,Cihlová,Velmi dobrý,Osobní,Partially,No,False,False,True,False
15000,Praha 9,39,2,False,5,8.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
20000,Praha 5,43,2,False,7,9.0,Smíšená,Novostavba,Osobní,Partially,Yes,False,False,False,True
25000,Praha 1,50,2,False,1,,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,True,False,True,False
24400,Praha 2,53,2,False,3,7.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,False,False,False,False
24000,Praha 3,70,2,True,2,,Cihlová,Po rekonstrukci,Osobní,Unknown,No,True,False,True,False
22000,Praha 7,46,2,False,1,,Smíšená,Novostavba,Osobní,Unknown,Unknown,False,False,False,False
20000,Praha 8,54,2,False,1,3.0,Cihlová,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
24000,Praha 10,52,2,False,2,,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
18000,Praha 5,29,1,False,6,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
18500,Praha 9,65,1,False,2,7.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,True,True
23000,Praha 9,55,4,True,7,7.0,Panelová,Dobrý,Osobní,No,Yes,False,False,True,False
16000,Praha 10,45,3,True,5,6.0,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,False,False
27000,Praha 2,40,2,False,2,4.0,Cihlová,Po rekonstrukci,Osobní,Partially,No,True,False,False,False
30000,Praha 1,89,3,True,6,,Smíšená,Po rekonstrukci,Osobní,Unknown,Yes,True,False,False,False
20900,Praha 8,58,2,False,2,4.0,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,False,False
30000,Praha 1,47,2,False,6,,Cihlová,Po rekonstrukci,Osobní,Yes,No,False,False,False,False
20000,Praha 8,58,3,True,3,8.0,Panelová,Dobrý,Družstevní,Unknown,Yes,False,False,True,False
15500,Praha 4,42,2,False,11,12.0,Panelová,Velmi dobrý,Družstevní,No,Yes,False,False,True,False
18490,Praha 9,33,1,False,5,,Smíšená,Novostavba,Osobní,No,Yes,True,False,True,True
19500,Praha 9,42,2,False,2,4.0,Smíšená,Velmi dobrý,Osobní,Unknown,Unknown,False,False,True,False
20000,Praha 5,32,1,False,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,False,False
32500,Praha 10,77,4,True,7,7.0,Panelová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
16500,Praha 5,38,1,False,3,9.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
20000,Praha 9,45,2,False,7,8.0,Panelová,Po rekonstrukci,Osobní,Partially,Yes,False,False,False,False
28000,Praha 8,65,2,False,2,,Cihlová,Dobrý,Osobní,Unknown,Yes,False,False,False,False
30000,Praha 4,86,5,True,1,6.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
19900,Praha 4,72,4,True,4,,Panelová,Dobrý,Družstevní,Unknown,Unknown,False,False,False,False
19000,Praha 3,26,1,False,7,7.0,Cihlová,Dobrý,Osobní,Unknown,Yes,False,True,False,False
26000,Praha 3,80,2,False,2,,Smíšená,Velmi dobrý,Osobní,Partially,Unknown,False,False,False,False
25000,Praha 7,60,3,False,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
22000,Praha 10,55,2,False,2,3.0,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,False,False,False,False
16500,Praha 10,38,1,False,3,3.0,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,False,False,False,False
20000,Praha 2,33,2,True,5,8.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
16000,Praha 4,30,1,False,7,,Panelová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,True,False
45000,Praha 8,114,4,True,8,9.0,Smíšená,Novostavba,Osobní,No,Yes,True,False,True,True
22000,Praha 7,52,2,False,1,,Cihlová,Velmi dobrý,Družstevní,Yes,Unknown,False,False,False,False
15000,Praha 3,47,2,True,0,,Cihlová,Dobrý,Osobní,No,No,False,False,True,False
25000,Praha 9,57,2,False,2,9.0,Cihlová,Velmi dobrý,Osobní,Unknown,Yes,True,False,True,False
22000,Praha 2,50,2,False,1,4.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
27000,Praha 3,46,2,False,4,6.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
18500,Praha 2,28,1,False,3,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
38000,Praha 1,91,4,True,4,5.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
20900,Praha 4,49,2,False,9,12.0,Smíšená,Velmi dobrý,Osobní,No,Yes,True,False,False,False
38000,Praha 9,73,3,False,3,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
15490,Praha 4,27,1,False,3,8.0,Panelová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
13000,Praha 10,31,2,True,1,3.0,Cihlová,Dobrý,Osobní,Yes,Unknown,False,False,False,False
25000,Praha 4,55,2,False,6,8.0,Cihlová,Novostavba,Osobní,Unknown,Yes,False,False,True,False
27500,Praha 8,92,3,False,1,,Cihlová,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
21000,Praha 9,37,1,False,3,,Cihlová,Novostavba,Osobní,Yes,Yes,True,True,True,False
16000,Praha 3,36,2,True,3,,Cihlová,Dobrý,Osobní,Partially,No,False,False,False,False
17500,Praha 4,34,1,False,6,10.0,Smíšená,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
24500,Praha 9,83,3,True,4,6.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
28000,Praha 4,58,2,False,1,,Skeletová,Velmi dobrý,Osobní,Unknown,Yes,False,True,False,True
33000,Praha 4,70,4,True,6,8.0,Panelová,Velmi dobrý,Osobní,Unknown,Yes,False,False,False,False
19990,Praha 9,51,3,True,4,6.0,Cihlová,Dobrý,Osobní,No,Yes,False,False,True,True
21000,Praha 10,42,2,False,5,,Panelová,Velmi dobrý,Družstevní,Unknown,Unknown,False,False,True,False
25000,Praha 6,60,2,False,3,4.0,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,True,False
28000,Praha 1,63,3,True,2,5.0,Cihlová,Dobrý,Osobní,No,Unknown,False,False,False,False
18000,Praha 6,35,2,True,4,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
35000,Praha 3,88,4,False,3,5.0,Cihlová,Novostavba,Osobní,Yes,Yes,True,False,True,True
34000,Praha 8,83,3,False,5,7.0,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,True,True
35000,Praha 2,75,2,False,1,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
24000,Praha 7,54,3,True,4,6.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
35000,Praha 4,56,2,False,2,,Cihlová,Velmi dobrý,Osobní,Partially,Unknown,False,False,False,False
18500,Praha 3,47,2,False,5,6.0,Cihlová,Po rekonstrukci,Družstevní,Unknown,Unknown,False,False,True,False
21000,Praha 5,32,1,False,4,,Skeletová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
14000,Praha 4,28,1,False,4,4.0,Cihlová,Dobrý,Osobní,Yes,Unknown,False,False,False,False
16990,Praha 5,25,1,False,3,3.0,Cihlová,Dobrý,Osobní,No,No,False,False,False,False
19900,Praha 3,28,1,False,2,,Panelová,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
33000,Praha 3,53,2,False,4,15.0,Cihlová,Novostavba,Osobní,Partially,Yes,False,True,True,True
25000,Praha 10,59,2,False,3,6.0,Cihlová,Velmi dobrý,Osobní,No,Unknown,False,False,True,False
24500,Praha 9,57,2,False,1,6.0,Skeletová,Novostavba,Osobní,Yes,Unknown,True,False,True,False
23000,Praha 3,60,4,True,2,,Cihlová,Velmi dobrý,Osobní,Unknown,No,False,False,False,False
16500,Praha 6,26,2,True,1,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,True,False,False
39000,Praha 5,100,4,False,2,7.0,Cihlová,Po rekonstrukci,Státní/obecní,Unknown,Yes,True,False,False,False
19000,Praha 3,40,2,True,2,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
29000,Praha 8,55,2,False,3,9.0,Smíšená,Novostavba,Osobní,No,Yes,False,False,True,True
28700,Praha 7,45,2,False,3,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
19500,Praha 3,49,1,False,3,7.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
19000,Praha 10,31,1,False,1,,Skeletová,Velmi dobrý,Osobní,Yes,Yes,False,True,True,False
26000,Praha 4,72,4,True,5,6.0,Panelová,Dobrý,Osobní,Unknown,Yes,True,False,False,False
49800,Praha 3,60,2,False,6,,Cihlová,Po rekonstrukci,Osobní,No,Yes,False,True,False,True
70000,Praha 5,176,4,False,5,,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,True,False,True
22500,Praha 6,49,1,False,1,7.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
34900,Praha 10,78,3,False,2,7.0,Panelová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
18500,Praha 9,31,1,False,5,13.0,Cihlová,Novostavba,Osobní,Unknown,Yes,False,False,False,False
21000,Praha 9,54,2,False,2,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
32000,Praha 8,74,3,False,2,6.0,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
27990,Praha 9,63,3,False,4,10.0,Panelová,Po rekonstrukci,Osobní,Partially,Yes,True,False,False,False
29000,Praha 9,61,2,False,4,,Skeletová,Novostavba,Osobní,Unknown,Unknown,True,True,False,True
16900,Praha 9,42,2,False,4,7.0,Skeletová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
23000,Praha 5,83,4,True,6,8.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
26000,Praha 7,79,2,False,1,,Cihlová,Novostavba,Osobní,Partially,Unknown,False,False,False,False
46000,Praha 6,100,4,False,4,,Cihlová,Velmi dobrý,Osobní,No,Yes,True,True,True,False
25000,Praha 3,65,2,False,2,4.0,Smíšená,Velmi dobrý,Družstevní,No,Unknown,False,False,False,False
47000,Praha 4,134,4,False,1,,Cihlová,Velmi dobrý,Osobní,Partially,No,False,False,False,False
34000,Praha 1,83,3,False,3,5.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
29500,Praha 10,75,4,True,11,12.0,Panelová,Velmi dobrý,Osobní,No,Yes,False,False,True,False
16000,Praha 5,32,1,False,2,,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,False,False,True
43632,Praha 2,109,3,False,2,6.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,True
39900,Praha 10,220,3,False,2,5.0,Cihlová,Novostavba,Osobní,Unknown,Yes,False,True,True,True
23000,Praha 3,83,3,True,6,6.0,Smíšená,Velmi dobrý,Osobní,No,Yes,False,False,False,False
20000,Praha 3,34,1,False,2,,Cihlová,Novostavba,Osobní,Yes,Yes,True,True,True,True
22000,Praha 4,41,2,False,2,8.0,Panelová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
25000,Praha 7,71,3,True,2,5.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
19500,Praha 10,26,1,False,2,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,True,False
21000,Praha 5,45,2,False,0,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,False,False
20000,Praha 10,50,2,False,5,,Cihlová,Novostavba,Osobní,Unknown,Unknown,True,False,False,False
15950,Praha 5,26,1,False,1,,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,False,False,False
25000,Praha 5,54,2,False,1,5.0,Smíšená,Novostavba,Osobní,Yes,Yes,False,True,False,False
25000,Praha 4,72,4,True,6,9.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
20000,Praha 10,64,3,True,4,6.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,False,False
19000,Praha 2,33,2,False,1,5.0,Cihlová,Po rekonstrukci,Osobní,No,Unknown,False,False,False,False
14800,Praha 8,33,2,True,3,,Cihlová,Dobrý,Osobní,Partially,Yes,False,False,True,False
34000,Praha 1,92,2,False,5,5.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,True,False,False,False
21000,Praha 9,44,1,False,2,7.0,Cihlová,Novostavba,Osobní,Partially,Yes,False,False,True,True
19950,Praha 1,40,3,True,2,4.0,Cihlová,Po rekonstrukci,Osobní,Partially,Unknown,False,False,False,False
29000,Praha 8,55,3,True,2,2.0,Cihlová,Dobrý,Osobní,Partially,Unknown,False,False,True,True
30020,Praha 1,105,3,False,4,,Cihlová,Po rekonstrukci,Osobní,Unknown,Yes,False,False,False,False
14000,Praha 4,20,1,False,6,14.0,Panelová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
26500,Praha 6,63,3,True,1,9.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
45000,Praha 8,108,2,False,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
23000,Praha 9,58,2,False,1,5.0,Cihlová,Novostavba,Osobní,Yes,Yes,True,False,True,False
19500,Praha 4,42,1,False,4,9.0,Smíšená,Velmi dobrý,Osobní,Unknown,Yes,True,False,True,False
25000,Praha 10,55,2,False,4,,Smíšená,Dobrý,Osobní,Unknown,Yes,False,False,True,False
17300,Praha 10,25,1,False,2,5.0,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,True,False
20000,Praha 8,55,2,True,1,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
21900,Praha 4,45,2,True,2,,Cihlová,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
47000,Praha 8,107,2,False,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,True,False,False
13900,Praha 4,25,1,False,3,,Cihlová,Velmi dobrý,Osobní,Partially,Yes,True,False,False,False
33900,Praha 1,82,4,True,5,,Smíšená,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
22900,Praha 3,42,2,False,6,6.0,Smíšená,Velmi dobrý,Osobní,Unknown,Yes,False,False,True,False
25000,Praha 1,80,3,False,4,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
13500,Praha 6,33,2,True,1,2.0,Cihlová,Velmi dobrý,Osobní,Yes,No,False,False,False,False
27500,Praha 1,50,2,False,2,6.0,Smíšená,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
32500,Praha 2,87,3,False,4,5.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
30500,Praha 1,45,2,False,6,6.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
27000,Praha 1,24,1,False,5,6.0,Smíšená,Po rekonstrukci,Osobní,Yes,Unknown,False,False,False,False
65000,Praha 6,137,4,True,2,3.0,Cihlová,Po rekonstrukci,Osobní,Partially,Unknown,True,False,False,False
16000,Praha 10,22,1,False,5,5.0,Smíšená,Velmi dobrý,Osobní,Partially,Yes,False,False,False,False
16800,Praha 3,35,2,True,3,4.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,False
22900,Praha 10,58,2,False,2,3.0,Cihlová,Velmi dobrý,Osobní,Yes,No,False,False,False,False
26000,Praha 1,50,2,False,1,1.0,Smíšená,Po rekonstrukci,Družstevní,Unknown,Unknown,False,False,False,False
26000,Praha 1,24,1,False,5,6.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
29000,Praha 2,74,2,False,5,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
65000,Praha 1,135,4,False,3,,Smíšená,Velmi dobrý,Osobní,No,Yes,False,False,True,True
65000,Praha 3,116,3,True,6,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,True,True,False
23500,Praha 2,62,3,True,2,,Smíšená,Dobrý,Osobní,Unknown,Yes,False,False,False,False
45000,Praha 6,134,3,False,5,5.0,Smíšená,Velmi dobrý,Osobní,Yes,Unknown,False,False,False,True
37000,Praha 4,91,3,False,4,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,True,True
40000,Praha 6,123,4,False,2,9.0,Smíšená,Velmi dobrý,Osobní,No,Yes,True,False,True,True
59000,Praha 1,98,3,False,3,,Cihlová,Dobrý,Osobní,Yes,Yes,False,False,False,False
36360,Praha 2,72,2,False,2,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
29385,Praha 1,71,2,False,4,6.0,Cihlová,Velmi dobrý,Osobní,No,Yes,False,False,False,False
100000,Praha 2,282,5,True,6,7.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,False,False
15500,Praha 10,24,1,False,4,14.0,Panelová,Velmi dobrý,Osobní,Partially,Yes,False,False,True,False
29385,Praha 1,71,2,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
36360,Praha 2,72,2,False,2,5.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
34000,Praha 9,83,3,False,1,2.0,Cihlová,Novostavba,Osobní,No,Unknown,False,True,False,False
44000,Praha 9,91,4,False,2,2.0,Cihlová,Novostavba,Osobní,No,Unknown,False,True,False,False
100000,Praha 2,282,5,True,6,6.0,Smíšená,Velmi dobrý,Osobní,No,Yes,False,True,False,True
26000,Praha 2,42,2,False,1,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,True
65000,Praha 10,120,4,False,3,4.0,Smíšená,Velmi dobrý,Osobní,Partially,Unknown,False,True,False,False
42000,Praha 2,110,3,False,6,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
65000,Praha 10,120,4,False,3,,Smíšená,Velmi dobrý,Osobní,Partially,Unknown,False,True,False,False
26000,Praha 2,42,2,False,1,5.0,Smíšená,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
18500,Praha 3,36,2,True,6,7.0,Smíšená,Dobrý,Osobní,Partially,Yes,False,False,True,False
60000,Praha 2,105,4,True,2,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
45000,Praha 1,75,3,False,4,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,True,True
40000,Praha 2,80,3,False,5,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,True
23000,Praha 9,50,2,False,6,6.0,Smíšená,Velmi dobrý,Osobní,No,Yes,False,True,True,True
30000,Praha 2,74,2,False,6,,Smíšená,Velmi dobrý,Osobní,Yes,Yes,False,True,False,False
19800,Praha 4,35,1,False,7,,Skeletová,Novostavba,Osobní,Unknown,Unknown,False,False,True,False
22000,Praha 3,70,3,True,3,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,True,False
15700,Praha 8,32,1,False,3,10.0,Panelová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
39800,Praha 3,56,2,False,5,6.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,False,False,False
40000,Praha 2,85,3,False,4,6.0,Cihlová,Po rekonstrukci,Osobní,Yes,Yes,False,False,False,False
26000,Praha 2,42,2,False,2,5.0,Cihlová,Velmi dobrý,Osobní,Yes,Unknown,True,False,False,True
15000,Praha 6,29,1,False,1,,Cihlová,Dobrý,Osobní,Unknown,Unknown,False,False,False,False
34900,Praha 1,69,3,False,2,,Cihlová,Po rekonstrukci,Osobní,Partially,Yes,False,False,True,False
23400,Praha 5,68,2,False,2,,Cihlová,Velmi dobrý,Osobní,Yes,Yes,True,False,False,False
130896,Praha 5,212,4,False,6,7.0,Smíšená,Novostavba,Osobní,No,Yes,True,True,True,False
27500,Praha 2,54,3,True,1,7.0,Cihlová,Velmi dobrý,Osobní,Yes,Yes,False,True,False,False
14000,Praha 6,25,1,False,1,1.0,Cihlová,Dobrý,Státní/obecní,Unknown,Unknown,False,False,True,False
18000,Praha 3,40,2,False,5,,Cihlová,Velmi dobrý,Osobní,Unknown,No,False,True,False,False
30000,Praha 7,80,3,False,4,,Cihlová,Po rekonstrukci,Osobní,Unknown,No,False,False,True,False
19000,Praha 3,45,2,False,4,6.0,Cihlová,Velmi dobrý,Osobní,Unknown,No,False,False,False,False
25000,Praha 5,56,2,False,3,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,True,False
19000,Praha 4,45,2,False,2,,Cihlová,Velmi dobrý,Osobní,Unknown,Unknown,False,False,False,False
38000,Praha 1,82,2,False,2,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,True,False,False,False
40000,Praha 1,85,2,False,5,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
40000,Praha 4,80,3,False,1,,Cihlová,Novostavba,Osobní,Unknown,Unknown,True,False,False,True
23000,Praha 4,45,1,False,4,,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,False,True,True
23000,Praha 4,45,1,False,2,,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,False,True,True
35000,Praha 4,72,2,False,1,,Cihlová,Novostavba,Osobní,Unknown,Unknown,True,False,True,True
22000,Praha 4,47,2,False,4,,Panelová,Novostavba,Osobní,Unknown,Unknown,False,False,True,False
40000,Praha 1,100,2,False,5,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
27500,Praha 1,39,2,False,5,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
40000,Praha 1,85,3,False,5,,Cihlová,Po rekonstrukci,Osobní,Unknown,Unknown,False,False,False,False
55000,Praha 5,182,3,False,2,,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,True,True,True
39000,Praha 10,84,3,False,5,,Cihlová,Novostavba,Osobní,Unknown,Unknown,False,True,False,False
39500,Praha 4,56,2,False,2,,Skeletová,Novostavba,Osobní,Yes,Yes,True,False,True,True
59900,Praha 1,200,3,False,5,5.0,Cihlová,Velmi dobrý,Osobní,Partially,Yes,False,True,True,False
