scrape_date,hash_id,name,locality,district,neighborhood,price_czk,size_m2,rooms,floor,building_type,condition,furnished,elevator,balcony,terrace,energy_rating,ownership,parking,cellar,loggia,heating,apartment_type,note_about_price
2026-02-26,1785623372,Pronájem bytu 1+kk 17 m² (Jednopodlažní),"Na Zlíchově, Praha 5 - Hlubočepy",Praha 5,Hlubočepy,11000,17,1+kk,1. podlaží,Cihlová,Velmi dobrý,,,,,,Osobní,,,,,Jednopodlažní,
2026-02-26,3437716300,Pronájem bytu 1+1 47 m²,"Svornosti, Praha 5 - Smíchov",Praha 5,Smíchov,21000,47,1+1,4. podlaží z celkem 5 včetně 1 podzemního,Cihlová,Po rekonstrukci,,,,,Třída G - Mimořádně nehospodárná,Osobní,,,,,,"+ služby 4500,- Kč, kauce a provize RK"
2026-02-26,501703500,Pronájem bytu 4+kk 95 m²,"Marie Cibulkové, Praha - Nusle",,,44500,95,4+kk,1. podlaží z celkem 5,Cihlová,Velmi dobrý,True,True,,,Třída G - Mimořádně nehospodárná,Osobní,,,,,,+ služby + energie + kauce + provize RK
2026-02-26,2380751692,Pronájem bytu 4+1 160 m²,"Anny Letenské, Praha 2 - Vinohrady",Praha 2,Vinohrady,62500,160,4+1,2. podlaží z celkem 5,Cihlová,Velmi dobrý,False,True,,,Třída G - Mimořádně nehospodárná,Osobní,,,,,,+ poplatky
2026-02-26,1994482508,Pronájem bytu 2+kk 48 m²,"Divišovská, Praha 4 - Chodov",Praha 4,Chodov,23000,48,2+kk,5. podlaží z celkem 6,Panelová,Velmi dobrý,True,True,,4,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Družstevní,,,,,,"+ zálohy na služby 3.500,- Kč/1 os., 4.000,- Kč/2 os. + vratná kauce ve výši 2 nájmů + poplatek RK"
2026-02-26,1813472076,Pronájem bytu 3+kk 51 m²,"Na Šutce, Praha 8 - Troja",Praha 8,Troja,23999,51,3+kk,3. podlaží z celkem 4 včetně 1 podzemního,Cihlová,Po rekonstrukci,Částečně,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Osobní,,7,3,,,vratná kauce 2 měsíční platby
2026-02-26,3263193932,Pronájem bytu 2+1 50 m² (Jednopodlažní),"Konšelská, Praha 8 - Libeň",Praha 8,Libeň,22000,50,2+1,3. podlaží,Cihlová,Po rekonstrukci,Částečně,False,,,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,3,,,Jednopodlažní,
2026-02-26,2635555660,Pronájem bytu 2+1 65 m²,"Americká, Praha 2 - Vinohrady",Praha 2,Vinohrady,27000,65,2+1,1. podlaží z celkem 5,Cihlová,Po rekonstrukci,Částečně,,,,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,,,,,", 5200 Kč poplatky a energie "
2026-02-26,3004654412,Pronájem bytu 1+kk 33 m² (Jednopodlažní),Praha 3,Praha 3,,24000,33,1+kk,3. podlaží,Cihlová,Novostavba,,,,10,Třída B - Velmi úsporná,Osobní,,,,,Jednopodlažní,
2026-02-26,370631500,Pronájem bytu 1+kk 38 m²,"Modenská, Praha - Horní Měcholupy",,,15000,38,1+kk,1. podlaží,Smíšená,Novostavba,,,True,,,Osobní,,True,,,,
2026-02-26,4095173452,Pronájem bytu 3+kk 82 m² (Jednopodlažní),"Bouřilova, Praha 9 - Černý Most",Praha 9,Černý Most,25000,82,3+kk,4. podlaží,Panelová,Velmi dobrý,,,,,,Osobní,,3,3,,Jednopodlažní,
2026-02-26,2567398220,Pronájem bytu 1+kk 35 m²,"Sdružení, Praha 4 - Nusle",Praha 4,Nusle,13500,35,1+kk,1. podlaží z celkem 4,Cihlová,Po rekonstrukci,,,,,,Osobní,,,,,,"+ poplatky 700,-Kč/osoba, převod elektřiny, kauce, provize"
2026-02-26,1577542476,Pronájem bytu 2+kk 46 m²,Praha 7 - Libeň,Praha 7,Libeň,27000,46,2+kk,2. podlaží z celkem 4,Cihlová,Velmi dobrý,True,True,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Osobní,True,,,"Lokální elektrické, Jiné",,"27 000 Kč nájem, 50 000 Kč kauce, záloha el. 3 000 Kč, voda 1 400 Kč, Provize RK 27 000 Kč."
2026-02-26,2399626060,Pronájem bytu 3+1 85 m²,"Estonská, Praha 10 - Vršovice",Praha 10,Vršovice,33000,85,3+1,3. podlaží z celkem 4,Cihlová,Velmi dobrý,,,4,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Osobní,,,,,,Včetně všech služeb RK
2026-02-26,1023894348,Pronájem bytu 2+kk 71 m²,"Grafická, Praha 5 - Smíchov",Praha 5,Smíchov,34000,71,2+kk,6. podlaží,Smíšená,Novostavba,False,True,True,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Osobní,,True,,,,+ Poplatky viz text
2026-02-26,1560765260,Pronájem bytu 2+kk 57 m²,"V Dolině, Praha 10 - Michle",Praha 10,Michle,24900,57,2+kk,11. podlaží z celkem 12,Cihlová,Novostavba,Částečně,True,8,,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,5,,,,
2026-02-26,3808912204,Pronájem bytu 4+kk 115 m² (Jednopodlažní),Praha 3,Praha 3,,65000,115,4+kk,10. podlaží,Cihlová,Novostavba,,,,34,Třída B - Velmi úsporná,Osobní,,,,,Jednopodlažní,
2026-02-26,2576425804,Pronájem bytu 2+kk 51 m²,"Sluneční náměstí, Praha 5 - Stodůlky",Praha 5,Stodůlky,20490,51,2+kk,8. podlaží z celkem 9,Smíšená,Dobrý,Částečně,True,,,Třída G - Mimořádně nehospodárná,Družstevní,,,,,,"+ poplatky 3.686 Kč/měsíc/1 os. (každá další osoba za příplatek) + elektřina, která bude převedena na nájemníka"
2026-02-26,1963418444,Pronájem bytu 3+1 113 m²,"Na ovčinách, Praha 7 - Holešovice",Praha 7,Holešovice,40000,113,3+1,2. podlaží,Cihlová,Velmi dobrý,,True,,,Třída G - Mimořádně nehospodárná,Osobní,,,,,,
2026-02-26,4197933900,Pronájem bytu 2+kk 55 m² (Jednopodlažní),"Naskové, Praha 5 - Košíře",Praha 5,Košíře,25000,55,2+kk,3. podlaží z celkem 7,Cihlová,Velmi dobrý,,True,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,3,8,,Jednopodlažní,
2026-02-26,12530508,Pronájem bytu 4+kk 114 m²,"Zakšínská, Praha 9 - Střížkov",Praha 9,Střížkov,50000,114,4+kk,5. podlaží z celkem 5,Panelová,Novostavba,False,True,,26,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,,6,,,+ 10.500 Kč měsíčně za poplatky. Vratná kauce činí 121.000 Kč.
2026-02-26,3677840204,Pronájem bytu 2+1 66 m² (Jednopodlažní),"U lesíka, Praha 5 - Košíře",Praha 5,Košíře,29000,66,2+1,3. podlaží,Cihlová,Po rekonstrukci,,,,,Třída G - Mimořádně nehospodárná,Osobní,2,20,,,Jednopodlažní,
2026-02-26,959931212,Pronájem bytu 2+kk 48 m²,"Pod Klamovkou, Praha 5 - Košíře",Praha 5,Košíře,20000,48,2+kk,6. podlaží z celkem 7,Skeletová,Novostavba,,True,True,,Třída C - Úsporná,Osobní,True,,,,,Čistý nájem bez provozních poplatků.
2026-02-26,2838979404,Pronájem bytu 1+1 51 m²,"U Vinohradské nemocnice, Praha 3 - Vinohrady",Praha 3,Vinohrady,18700,51,1+1,3. podlaží z celkem 6 včetně 1 podzemního,Cihlová,Velmi dobrý,False,True,True,,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,,,Ústřední dálkové,,"+ měsíční poplatky 3.831,-Kč + el. a plyn 1.150,-Kč"
2026-02-26,204956492,Pronájem bytu 2+kk 45 m²,"Kubišova, Praha 8 - Libeň",Praha 8,Libeň,23500,45,2+kk,2. podlaží z celkem 1,Cihlová,Novostavba,False,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,Osobní,,,,,,
2026-02-26,4080493388,Pronájem bytu 1+kk 35 m² (Jednopodlažní),"Za Pískovnou, Praha - Dolní Chabry",,,19500,35,1+kk,3. podlaží z celkem 4 včetně 1 podzemního,Cihlová,Dobrý,Částečně,True,3,,Třída B - Velmi úsporná,Osobní,,,,,Jednopodlažní,"Cena celkem vč. služeb (elektřina, voda, teplo, internet atd.) 23.200,-/měsíc"
