scrape_date,hash_id,name,locality,district,neighborhood,price_czk,size_m2,rooms,floor,building_type,condition,furnished,elevator,balcony,terrace,energy_rating,ownership,parking,cellar,loggia,heating,apartment_type,note_about_price
2026-02-22,3522323276,Pronájem bytu 3+kk 68 m²,"K Olympiku, Praha 8 - Karlín",Praha 8,Karlín,30000,68,3+kk,1. podlaží,Cihlová,Velmi dobrý,,,True,,,Osobní,,,,,,
2026-02-22,2230477644,Pronájem bytu 2+kk 50 m²,"Chlupáčova, Praha 5 - Hlubočepy",Praha 5,Hlubočepy,22000,50,2+kk,2. podlaží z celkem 3,Skeletová,Velmi dobrý,,True,7,,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,1,2,True,Ústřední dálkové,,"+ zúčtovatelné poplatky 5.000,-Kč"
2026-02-22,3842138956,Pronájem bytu 3+1 98 m²,"Bílkova, Praha 1 - Staré Město",Praha 1,Staré Město,37000,98,3+1,3. podlaží z celkem 5,Smíšená,Velmi dobrý,True,True,2,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Osobní,,,,,,Provize RK je jeden měsíční nájem plus 21 % DPH.
2026-02-22,497091404,Pronájem bytu 1+kk 31 m²,"Poděbradská, Praha 9 - Vysočany",Praha 9,Vysočany,19400,31,1+kk,3. podlaží,Cihlová,Novostavba,,,,,,Osobní,1,,,,,
2026-02-22,685925196,Pronájem bytu 1+kk 18 m²,"Peroutkova, Praha 5 - Jinonice",Praha 5,Jinonice,14500,18,1+kk,2. podlaží,Panelová,Velmi dobrý,,,,,,Osobní,,,,,,
2026-02-22,3907150668,Pronájem bytu 1+kk 25 m²,"Na Maninách, Praha 7 - Holešovice",Praha 7,Holešovice,17500,25,1+kk,2. podlaží,Cihlová,Velmi dobrý,,,,,,Osobní,,,,,,
2026-02-22,165831500,Pronájem bytu 1+kk 28 m²,"Vrážská, Praha 5 - Radotín",Praha 5,Radotín,15400,28,1+kk,5. podlaží,Panelová,Dobrý,,,,,,Osobní,,,,,,
2026-02-22,1508008780,Pronájem bytu 1+kk 27 m²,"U vinných sklepů, Praha 9 - Vysočany",Praha 9,Vysočany,14900,27,1+kk,1. podlaží,Panelová,Dobrý,,,,,,Osobní,,,,,,
2026-02-22,2209940300,Pronájem bytu 2+kk 69 m²,"Paříkova, Praha 9 - Vysočany",Praha 9,Vysočany,24000,69,2+kk,5. podlaží,Cihlová,Velmi dobrý,,,12,,,Osobní,1,,,,,
2026-02-22,585261900,Pronájem bytu 1+kk 40 m² (Jednopodlažní),"Pod Harfou, Praha 9 - Vysočany",Praha 9,Vysočany,18000,40,1+kk,7. podlaží,Smíšená,Novostavba,Částečně,True,True,,Třída B - Velmi úsporná,Osobní,,,,,Jednopodlažní,
2026-02-22,400712524,Pronájem bytu 2+kk 51 m²,"Do zahrádek I, Praha 5 - Třebonice",Praha 5,Třebonice,24000,51,2+kk,5. podlaží z celkem 6,Cihlová,Novostavba,Částečně,True,5,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Osobní,,,,Ústřední plynové,,"zálohová měsíční platba (včetně elektřiny) 5.500,-Kč, vratná kauce 48.000,-Kč"
2026-02-22,637690700,Pronájem bytu 1+kk 36 m² (Jednopodlažní),"Ústecká, Praha 8 - Dolní Chabry",Praha 8,Dolní Chabry,21500,36,1+kk,2. podlaží z celkem 4 včetně 1 podzemního,Smíšená,Novostavba,True,True,3,,Třída B - Velmi úsporná,Osobní,1,,,,Jednopodlažní,
2026-02-22,135422796,Pronájem bytu 1+1 44 m²,"U družstva Repo, Praha 4 - Nusle",Praha 4,Nusle,18000,44,1+1,4. podlaží z celkem 6 včetně 1 podzemního,Cihlová,Velmi dobrý,True,,1,,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,Družstevní,,6,,,,+ 5.000 Kč poplatky včetně energií
2026-02-22,4061291340,Pronájem bytu atypické 105 m² (Podkrovní),"Schodová, Praha 5 - Košíře",Praha 5,Košíře,32900,105,atypicky,5. podlaží z celkem 5,Cihlová,Velmi dobrý,Částečně,False,,,Třída G - Mimořádně nehospodárná,Osobní,,True,,,Podkrovní,"1.100 poplatky + energie, provize 1 nájem + DPH, kauce 1 nájem"
2026-02-22,508625740,Pronájem bytu 1+kk 30 m²,"Kolbenova, Praha 9 - Vysočany",Praha 9,Vysočany,18500,30,1+kk,3. podlaží z celkem 9,Cihlová,Novostavba,True,True,2,,Třída A - Mimořádně úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,,,,,+ zálohy 1500 Kč/měsíc + el. na nájemce
2026-02-22,704799564,Pronájem bytu 1+kk 46 m²,"U gymnázia, Praha 4 - Nusle",Praha 4,Nusle,19990,46,1+kk,5. podlaží z celkem 6,Cihlová,Velmi dobrý,Částečně,True,True,True,Třída G - Mimořádně nehospodárná,Osobní,True,,,,,"Záloha služby 1000/osoba, záloha ústřední topení 1000/byt. Elektřina převodem záloha cca 500/byt."
2026-02-22,2046976844,Pronájem bytu 2+1 51 m²,"Orelská, Praha 10 - Vršovice",Praha 10,Vršovice,19990,51,2+1,3. podlaží z celkem 5,Cihlová,Velmi dobrý,Částečně,True,,,Třída G - Mimořádně nehospodárná,Osobní,True,,,,,"Záloha služby 1000/osoba, elektřina a plyn převodem"
2026-02-22,3207856972,Pronájem bytu 3+kk 108 m² (Podkrovní),"Schodová, Praha 5 - Košíře",Praha 5,Košíře,32900,108,3+kk,4. podlaží z celkem 4,Cihlová,Po rekonstrukci,,False,,,Třída G - Mimořádně nehospodárná,Osobní,,True,,,Podkrovní,"1.100 poplatky + energie, provize 1 nájem + DPH, kauce 1 nájem
 1.100 fees + energy, margin 1 rent + VAT, martin 1 rent"
2026-02-22,3087164236,Pronájem bytu 3+kk 70 m²,"Sklenská, Praha 9 - Kyje",Praha 9,Kyje,26000,70,3+kk,2. podlaží,Cihlová,Dobrý,,,,8,Třída C - Úsporná,Osobní,,,,,,
2026-02-22,4108522316,Pronájem bytu 5+kk 136 m²,"U krčské vodárny, Praha 4 - Krč",Praha 4,Krč,65000,136,5+kk,3. podlaží z celkem 4,Cihlová,Novostavba,,,,18,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Osobní,,,,,,
2026-02-22,805462860,Pronájem bytu 3+1 55 m² (Jednopodlažní),"Molákova, Praha - Karlín",,,22990,55,3+1,4. podlaží,Panelová,Dobrý,,,,,,Družstevní,,2,,,Jednopodlažní,
2026-02-22,3221381964,Pronájem bytu 1+kk 26 m²,"Za Pohořelcem, Praha 6 - Střešovice",Praha 6,Střešovice,17000,26,1+kk,3. podlaží z celkem 4,Cihlová,Po rekonstrukci,True,,,,,Osobní,,,,Lokální elektrické,,", 3.500 Kč poplatky a energie "
2026-02-22,2969723724,Pronájem bytu 2+kk 114 m²,"Valentinská, Praha 1 - Staré Město",Praha 1,Staré Město,36000,114,2+kk,6. podlaží z celkem 6,Cihlová,Velmi dobrý,,True,,,,Družstevní,,,,,,", + 6.000,-"
2026-02-22,2164417356,Pronájem bytu 2+kk 49 m²,"Biskupcova, Praha 3 - Žižkov",Praha 3,Žižkov,23000,49,2+kk,3. podlaží,Cihlová,Dobrý,,,,,,Osobní,,,,,,
2026-02-22,1979867980,Pronájem bytu 2+kk 48 m²,"Hevlínská, Praha 5 - Zličín",Praha 5,Zličín,23000,48,2+kk,4. podlaží z celkem 6,Smíšená,Velmi dobrý,True,True,7,,Třída C - Úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,1,,,,,
2026-02-22,4197606220,Pronájem bytu 2+kk 65 m² (Jednopodlažní),"Kurta Konráda, Praha - Libeň",,,25000,65,2+kk,6. podlaží,Cihlová,Velmi dobrý,,,,5,,Osobní,1,3,,,Jednopodlažní,Cena včetně garážového stání a zděného sklepu 3 m2
2026-02-22,2452775756,Pronájem bytu 3+kk 106 m² (Jednopodlažní),"Mánesova, Praha 2 - Vinohrady",Praha 2,Vinohrady,36500,106,3+kk,7. podlaží,Smíšená,Po rekonstrukci,True,True,True,,Třída C - Úsporná,Osobní,,,,,Jednopodlažní,
2026-02-22,3492963148,Pronájem bytu 2+kk 45 m²,"Tolstého, Praha 10 - Vršovice",Praha 10,Vršovice,16000,45,2+kk,5. podlaží z celkem 6,Cihlová,Velmi dobrý,False,,,,,Osobní,,,,,,+ 1.500 služby pro 2 osoby  + elektřina  se převádí na nájemce (spotřeba cca. 2.500Kč - 3.000Kč)
2026-02-22,2602722124,Pronájem bytu 1+kk 20 m²,"Ke Koulce, Praha 5 - Smíchov",Praha 5,Smíchov,14500,20,1+kk,1. podlaží z celkem 5,Cihlová,Po rekonstrukci,True,,,,Třída G - Mimořádně nehospodárná,Osobní,,,,Jiné,,+poplatky
2026-02-22,774005580,Pronájem bytu 2+kk 65 m²,"Mattioliho, Praha - Záběhlice",,,23400,65,2+kk,2. podlaží,Smíšená,Velmi dobrý,,,True,,Třída C - Úsporná,Osobní,True,,,,,
2026-02-22,2653053772,Pronájem bytu 2+kk 51 m²,"Masarykovo nábřeží, Praha 1 - Nové Město",Praha 1,Nové Město,40000,51,2+kk,6. podlaží,Smíšená,Velmi dobrý,True,True,,27,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Osobní,,,,,,"+ zálohy na služby 5000 Kč, přepis elektrické energie na nájemce"
2026-02-22,3156370252,Pronájem bytu 2+kk 53 m²,"U Svobodárny, Praha 9 - Libeň",Praha 9,Libeň,24500,53,2+kk,4. podlaží z celkem 8,Cihlová,Velmi dobrý,True,True,5,,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,True,True,,,,
2026-02-22,35808076,Pronájem bytu 2+kk 43 m² (Jednopodlažní),"U Staré plynárny, Praha - Holešovice",,,22999,43,2+kk,2. podlaží,Cihlová,Velmi dobrý,,,2,,,Osobní,,3,,,Jednopodlažní,"Měsíční poplatky za služby jsou 1 500 Kč (1os) a 1 800 Kč (2os) + Elektřina a plyn se převádějí na nájemce, 1 000 Kč za elektřinu a 1 000 Kč za plyn."
2026-02-22,656565068,Pronájem bytu 1+1 43 m² (Jednopodlažní),"Roškotova, Praha 4 - Braník",Praha 4,Braník,17620,43,1+1,1. podlaží,Skeletová,Velmi dobrý,,,,,,Osobní,,4,,,Jednopodlažní,"Nájem 17.600 Kč, služby 2.850 Kč, elektřina 1.330,- Kč"
2026-02-22,3797226316,Pronájem bytu 3+kk 78 m²,"Na Zderaze, Praha 2 - Nové Město",Praha 2,Nové Město,32000,78,3+kk,4. podlaží z celkem 7,Cihlová,Velmi dobrý,False,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Osobní,,1,,,,
2026-02-22,1347576652,Pronájem bytu 2+kk 41 m² (Jednopodlažní),"U valu, Praha - Ruzyně",,,19000,41,2+kk,3. podlaží,Panelová,Velmi dobrý,,,,,,Osobní,,3,,,Jednopodlažní,
2026-02-22,4031931212,Pronájem bytu 3+1 110 m²,"Nitranská, Praha 3 - Vinohrady",Praha 3,Vinohrady,33000,110,3+1,2. podlaží z celkem 5,Cihlová,Velmi dobrý,Částečně,False,,,Třída G - Mimořádně nehospodárná,Osobní,,,,,,"+ měsíční poplatky ve výši 4.700,- (včetně elektřiny a plynu)"
2026-02-22,2521981772,Pronájem bytu 2+kk 45 m²,"Ginzova, Praha 10 - Záběhlice",Praha 10,Záběhlice,23300,45,2+kk,7. podlaží z celkem 8,Skeletová,Velmi dobrý,,True,True,,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,Osobní,1,True,,Ústřední dálkové,,"+ poplatky 3.500,- + převod energií + provize RK"
2026-02-22,737440588,Pronájem bytu 1+kk 25 m²,"Děčínská, Praha 8 - Střížkov",Praha 8,Střížkov,13000,25,1+kk,10. podlaží,Smíšená,Velmi dobrý,False,True,,,Třída G - Mimořádně nehospodárná,Osobní,,,,,,"bez poplatků, + provize RK"
