scrape_date,hash_id,name,locality,district,neighborhood,price_czk,size_m2,rooms,floor,building_type,condition,furnished,elevator,balcony,terrace,energy_rating,ownership,parking,cellar,loggia,heating,apartment_type,note_about_price
2026-02-07,2045227852,Pronájem bytu 4+kk 92 m²,"Kazašská, Praha 10 - Vršovice",Praha 10,Vršovice,49500,92,4+kk,3. podlaží z celkem 12,Panelová,Velmi dobrý,True,True,,,Třída G - Mimořádně nehospodárná,Osobní,,,15,,,"+ kauce, + provize RK, bez poplatků"
2026-02-07,61567820,Pronájem bytu 3+kk 111 m²,"Šmeralova, Praha 7 - Bubeneč",Praha 7,Bubeneč,50000,111,3+kk,1. podlaží,Smíšená,Velmi dobrý,True,True,,80,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,Osobní,,,,,,Provize RK je jeden měsíční nájem plus 21 % DPH.
2026-02-07,2356573004,Pronájem bytu 3+kk 80 m² (Mezonet),"Bělohorská, Praha 6 - Břevnov",Praha 6,Břevnov,32000,80,3+kk,4. podlaží z celkem 5,Cihlová,Novostavba,True,,4,,,Osobní,,,,Lokální plynové,Mezonet,
2026-02-07,762737484,Pronájem bytu 3+1 74 m²,"Záběhlická, Praha 10 - Záběhlice",Praha 10,Záběhlice,26900,74,3+1,3. podlaží z celkem 3,Cihlová,Velmi dobrý,False,False,,,Třída G - Mimořádně nehospodárná,Osobní,,,,Ústřední elektrické,,"vratná jistota, náklady na bydlení 4 269 Kč, poplatek za podnájem"
