scrape_date,hash_id,name,locality,district,neighborhood,price_czk,size_m2,rooms,floor,building_type,condition,furnished,elevator,balcony,terrace,energy_rating,ownership,parking,cellar,loggia,heating,apartment_type,note_about_price
2026-02-12,297235276,Pronájem bytu 2+kk 54 m²,"Podkovářská, Praha 9 - Vysočany",Praha 9,Vysočany,22000,54,2+kk,6. podlaží z celkem 15,Smíšená,Velmi dobrý,True,True,5,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Osobní,1,6,,,,
2026-02-12,1293751116,Pronájem bytu 2+1 55 m²,"Písecká, Praha 3 - Vinohrady",Praha 3,Vinohrady,30000,55,2+1,3. podlaží z celkem 5,Cihlová,Po rekonstrukci,True,True,,,Třída C - Úsporná,Osobní,,3,,,,+ 2300 Kč poplatky (2 osoby) +  elektřina a plyn
2026-02-12,2408211276,Pronájem bytu 1+1 18 m²,"Seifertova, Praha 3 - Žižkov",Praha 3,Žižkov,16000,18,1+1,1. podlaží z celkem 5,Cihlová,Velmi dobrý,True,True,,,,Osobní,,,,Lokální elektrické,,"vratná jistota, náklady na bydlení 4309 Kč, poplatek za podnájem"
2026-02-12,858415948,Pronájem bytu 2+kk 54 m²,"U Pergamenky, Praha 7 - Holešovice",Praha 7,Holešovice,32600,54,2+kk,2. podlaží z celkem 7,Cihlová,Velmi dobrý,,True,True,,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Osobní,,,,,,"+ služby 3080, kauce 35680"
2026-02-12,2475320140,Pronájem bytu 3+kk 74 m²,"Rybná, Praha 1 - Staré Město",Praha 1,Staré Město,32000,74,3+kk,2. podlaží,Cihlová,Velmi dobrý,True,,,,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,Osobní,,,,,,Záloha na domovní služby a energie 6.000 Kč/měs.
2026-02-12,1699750732,Pronájem bytu 2+kk 53 m²,"Českobrodská, Praha 9 - Hostavice",Praha 9,Hostavice,21000,53,2+kk,2. podlaží,Smíšená,Novostavba,,True,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,,True,,Ústřední plynové,,"Poplatky za služby: 5000 Kč/měs, Elektřina: 2000 Kč/měs, Kauce: 1 nájem, Provize: 22 000 Kč"
2026-02-12,1021121356,Pronájem bytu 3+kk 87 m²,"Smrčkova, Praha 8 - Libeň",Praha 8,Libeň,57000,87,3+kk,3. podlaží z celkem 5 včetně 1 podzemního,Smíšená,Novostavba,,True,9,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,Osobní,1,True,,Ústřední plynové,,"Zálohy za služby - 9 000 Kč/měs, Elektřina - 1 500 Kč/měs, Kauce - 74 000 Kč/měs, Provize - 65 000 Kč/měs"
2026-02-12,3517670220,Pronájem bytu 2+kk 49 m² (Mezonet),"Rostislavova, Praha 4 - Nusle",Praha 4,Nusle,30000,49,2+kk,5. podlaží z celkem 5,Skeletová,Novostavba,,True,,12,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Osobní,1,,,Ústřední plynové,Mezonet,Poplatky: 5 000 Kč | Elektřina: 1 000 Kč (převod na nájemce). Kauce: 2 měsíční nájmy. Provize: 30 000 Kč + DPH.
2026-02-12,1166697292,Pronájem bytu 3+kk 83 m²,"Rižská, Praha 10 - Hostivař",Praha 10,Hostivař,32000,83,3+kk,6. podlaží z celkem 6,Cihlová,Novostavba,True,True,True,True,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,Osobní,1,,True,,,"+ zálohy na poplatky 4.900,Kč,
převod elektřiny na nájemce,
Kauce,
Provize RK,"
2026-02-12,3401212748,Pronájem bytu 2+kk 39 m²,"Krchlebská, Praha 4 - Krč",Praha 4,Krč,19000,39,2+kk,3. podlaží z celkem 6,Cihlová,Velmi dobrý,Částečně,False,,,Třída G - Mimořádně nehospodárná,Osobní,,,,Lokální elektrické,,"vratná jistota, náklady na bydlení 6093 Kč, poplatek za podnájem"
2026-02-12,465199948,Pronájem bytu 2+1 70 m²,"Krhanická, Praha 4 - Kamýk",Praha 4,Kamýk,19500,70,2+1,-1. podlaží z celkem 3 včetně 1 podzemního,Cihlová,Velmi dobrý,,,,,,Osobní,,,,"Lokální plynové, Ústřední plynové",,+ poplatky 7.500Kč (vypočteno pro 3 osoby)
2026-02-12,1807377228,Pronájem  pokoje 20 m²,"Krhanická, Praha 4 - Kamýk",Praha 4,Kamýk,9500,20,,2. podlaží z celkem 3,Cihlová,Velmi dobrý,,,,,,Osobní,,,,Lokální plynové,,"poplatky 3.000Kč, kauce 12.500Kč, odměna RK za zprostředkování12.500Kč"
2026-02-12,683303756,Pronájem bytu 1+kk 34 m² (Jednopodlažní),"Petržílkova, Praha 5 - Stodůlky",Praha 5,Stodůlky,19000,34,1+kk,1. podlaží z celkem 1,Cihlová,Novostavba,Částečně,,,,,Osobní,,,,Ústřední plynové,Jednopodlažní,
2026-02-12,2025481036,Pronájem bytu 1+kk 114 m² (Loft),"Křížová, Praha 5 - Smíchov",Praha 5,Smíchov,45000,114,1+kk,5. podlaží z celkem 6,Smíšená,Novostavba,Částečně,True,,,Třída D - Méně úsporná č. 78/2013 Sb. podle vyhlášky,Osobní,True,,,,Loft,"+ poplatky 4.800,-Kč (včetně elektřiny)"
2026-02-12,2562351948,Pronájem bytu 2+kk 53 m²,"Lerausova, Praha 5 - Košíře",Praha 5,Košíře,29900,53,2+kk,2. podlaží z celkem 5,Cihlová,Novostavba,Částečně,True,True,8,Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky,Osobní,True,,True,,,"+ poplatky 5.280,-Kč (včetně elektřiny)"
